Name,Type,Group,Location,Subscription,x,y,z
NetworkWatcher_canadacentral,Network Watcher,networkwatcherrg,Canada Central,Cashapp Dev/Test,10,340,0
NetworkWatcher_canadaeast,Network Watcher,networkwatcherrg,Canada East,Cashapp Dev/Test,12.5,340,0
NetworkWatcher_centralindia,Network Watcher,networkwatcherrg,Central India,Cashapp Dev/Test,15,340,0
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,DevOps Dev/Test,17.5,340,0
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Cashapp UAT,20,340,0
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Cashapp Dev/Test,0,344,0
NetworkWatcher_centralus,Network Watcher,networkwatcherrg,Central US,Dataapp Dev/Test,2.5,344,0
NetworkWatcher_eastasia,Network Watcher,networkwatcherrg,East Asia,Cashapp Dev/Test,5,344,0
NetworkWatcher_eastus,Network Watcher,networkwatcherrg,East US,Cashapp Dev/Test,7.5,344,0
NetworkWatcher_eastus,Network Watcher,networkwatcherrg,East US,Dataapp Dev/Test,10,344,0
NetworkWatcher_eastus2,Network Watcher,networkwatcherrg,East US 2,Cashapp Dev/Test,12.5,344,0
NetworkWatcher_francecentral,Network Watcher,networkwatcherrg,France Central,Cashapp Dev/Test,15,344,0
NetworkWatcher_japaneast,Network Watcher,networkwatcherrg,Japan East,Cashapp Dev/Test,17.5,344,0
NetworkWatcher_japanwest,Network Watcher,networkwatcherrg,Japan West,Cashapp Dev/Test,20,344,0
NetworkWatcher_koreacentral,Network Watcher,networkwatcherrg,Korea Central,Cashapp Dev/Test,0,348,0
NetworkWatcher_koreasouth,Network Watcher,networkwatcherrg,Korea South,Cashapp Dev/Test,2.5,348,0
NetworkWatcher_northcentralus,Network Watcher,networkwatcherrg,North Central US,Cashapp Dev/Test,5,348,0
NetworkWatcher_northeurope,Network Watcher,networkwatcherrg,North Europe,Cashapp Dev/Test,7.5,348,0
NetworkWatcher_southcentralus,Network Watcher,networkwatcherrg,South Central US,Cashapp Dev/Test,10,348,0
NetworkWatcher_southeastasia,Network Watcher,networkwatcherrg,Southeast Asia,Cashapp Dev/Test,12.5,348,0
NetworkWatcher_southindia,Network Watcher,networkwatcherrg,South India,Cashapp Dev/Test,15,348,0
NetworkWatcher_uksouth,Network Watcher,networkwatcherrg,UK South,Cashapp Dev/Test,17.5,348,0
NetworkWatcher_ukwest,Network Watcher,networkwatcherrg,UK West,Cashapp Dev/Test,20,348,0
NetworkWatcher_westcentralus,Network Watcher,networkwatcherrg,West Central US,Cashapp Dev/Test,0,352,0
NetworkWatcher_westcentralus,Network Watcher,networkwatcherrg,West Central US,Dataapp Dev/Test,2.5,352,0
NetworkWatcher_westeurope,Network Watcher,networkwatcherrg,West Europe,Cashapp Dev/Test,5,352,0
NetworkWatcher_westindia,Network Watcher,networkwatcherrg,West India,Cashapp Dev/Test,7.5,352,0
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Cashapp Dev/Test,10,352,0
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Dynamics Dev/Test,12.5,352,0
NetworkWatcher_westus,Network Watcher,networkwatcherrg,West US,Dataapp Dev/Test,15,352,0
NetworkWatcher_westus2,Network Watcher,networkwatcherrg,West US 2,Cashapp Dev/Test,17.5,352,0
NetworkWatcher_westus2,Network Watcher,networkwatcherrg,West US 2,Dataapp Dev/Test,20,352,0
NSG_java11machine,Network security group,devops-images,West US 2,Cashapp Dev/Test,0,356,0
office365,API Connection,fa-dev-sample-sb-conn,Central US,Cashapp Dev/Test,2.5,356,0
office365,API Connection,la-platform-orchestrator,West US 2,Cashapp Dev/Test,5,356,0
office365,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,7.5,356,0
office365,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test,10,356,0
office365,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test,12.5,356,0
office365,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test,15,356,0
office365,API Connection,la-platform-orchestrator,West US 2,Dataapp Dev/Test,17.5,356,0
office365,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test,20,356,0
office365-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,0,360,0
office365-1,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test,2.5,360,0
office365-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,5,360,0
office365-3,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,7.5,360,0
oidcissuer17ffa6bf,Storage account,usdt-aks-devops-centralus-oidc-issuer,Central US,DevOps Dev/Test,10,360,0
outbound api v2  v2  oas3-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,12.5,360,0
outbound-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,15,360,0
outbound-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,17.5,360,0
pagerduty,API Connection,devops,West Central US,Cashapp Dev/Test,20,360,0
pagerduty-1,API Connection,devops,West Central US,Cashapp Dev/Test,0,364,0
pbi-import-report,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,2.5,364,0
pbi-instance-auth,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,5,364,0
pbi-instance-details,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,7.5,364,0
pbi-pbimaster-auth,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,10,364,0
pbi-report-metadata,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,12.5,364,0
pbi-report-parameters,Logic app,pbi-deployment-rg,West US,Dataapp Dev/Test,15,364,0
pbireports,Storage account,pbi-deployment-rg,West Central US,Dataapp Dev/Test,17.5,364,0
period-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,364,0
period-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,368,0
period-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,2.5,368,0
period-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,5,368,0
period-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,7.5,368,0
period-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,10,368,0
periof-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,12.5,368,0
pkrosdh2n46jqbb,Disk,devops-build,Central US,Dataapp Dev/Test,15,368,0
platform reports api-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,17.5,368,0
platform security api  v1-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,20,368,0
privatelink.blob.core.windows.net,Private DNS zone,usdt-Dataapp-csdev-sftp-centralus-rg-001,Global,Dataapp Dev/Test,0,372,0
privatelink.blob.core.windows.net,Private DNS zone,usdt-Dataapp-test-sftp-centralus-rg-001,Global,Dataapp Dev/Test,2.5,372,0
provisioning metadata api service  v1-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,5,372,0
PublicIP-LB-FE,Public IP address,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test,7.5,372,0
qa-Cashapp,Function App,qa-Cashapp,West Central US,Cashapp Dev/Test,10,372,0
qaCashapp80bf,Storage account,qa-Cashapp,West Central US,Cashapp Dev/Test,12.5,372,0
rate-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,15,372,0
rate-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,17.5,372,0
rate-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,20,372,0
rate-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,0,376,0
rate-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,2.5,376,0
rate-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,5,376,0
rate-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,7.5,376,0
rateset data-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,376,0
rateset-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,12.5,376,0
rateset-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,15,376,0
rateset-data-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,17.5,376,0
rateset-data-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,20,376,0
rateset-data-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,0,380,0
rateset-data-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,2.5,380,0
rateset-data-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,5,380,0
rateset-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,7.5,380,0
rateset-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,380,0
rateset-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,12.5,380,0
rateset-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,15,380,0
rateset-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,17.5,380,0
ratesetdata-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,20,380,0
ratesource app-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,0,384,0
ratesource-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,2.5,384,0
ratesource-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,5,384,0
ratesource-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,7.5,384,0
ratesource-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,384,0
ratesource-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,12.5,384,0
ratesource-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,15,384,0
reefinitive-dss-get-interest-rates,Logic app,tr_dss,West US,Cashapp Dev/Test,17.5,384,0
report data-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,20,384,0
report data-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,0,388,0
report-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,2.5,388,0
report-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,5,388,0
report-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,7.5,388,0
report-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,388,0
report-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,12.5,388,0
report-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,15,388,0
report-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,17.5,388,0
reports api-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,20,388,0
reports api-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,0,392,0
salixsalsa (tenants1-mt-bbfa1/salixsalsa),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test,2.5,392,0
sap-scf-cnx-pt-export,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,5,392,0
sap-test-cf-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,7.5,392,0
sap-test-scf-download,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,10,392,0
sap-test-scf-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,12.5,392,0
sap-test-scf-upload-mock,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,15,392,0
sap-test-settlement-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,17.5,392,0
SB_Connection,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,20,392,0
SB_Connection,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test,0,396,0
SB_Connection,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test,2.5,396,0
ScheduledStartStop_Base_Classic (devops-auto-vms/ScheduledStartStop_Base_Classic),Runbook,devops,West US,Cashapp Dev/Test,5,396,0
ScheduledStartStop_Child (devops-auto-vms/ScheduledStartStop_Child),Runbook,devops,West US,Cashapp Dev/Test,7.5,396,0
ScheduledStartStop_Child_Classic (devops-auto-vms/ScheduledStartStop_Child_Classic),Runbook,devops,West US,Cashapp Dev/Test,10,396,0
ScheduledStartStop_Parent (devops-auto-vms/ScheduledStartStop_Parent),Runbook,devops,West US,Cashapp Dev/Test,12.5,396,0
Security(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test,15,396,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test,17.5,396,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test,20,396,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test,0,400,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test,2.5,400,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test,5,400,0
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test,7.5,400,0
Security(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test,10,400,0
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test,12.5,400,0
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test,15,400,0
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test,17.5,400,0
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test,20,400,0
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test,0,404,0
security-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,2.5,404,0
security-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,5,404,0
security-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,7.5,404,0
security-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,10,404,0
security-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,12.5,404,0
security-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,15,404,0
security-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,17.5,404,0
security-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,20,404,0
SecurityCenterFree(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test,0,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test,2.5,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test,5,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test,7.5,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test,10,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test,12.5,408,0
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test,15,408,0
SecurityCenterFree(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test,17.5,408,0
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test,20,408,0
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test,0,412,0
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test,2.5,412,0
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test,5,412,0
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test,7.5,412,0
SecurityCenterFree(dev-data-Oms-Workspace),Solution,fa-dev-data,East US,Dataapp Dev/Test,10,412,0
SecurityCenterFree(fa-platform-oms-ws),Solution,fa-dev-infrastructure,East US,Dataapp Dev/Test,12.5,412,0
seovjpt5vqu5y2,Storage account,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test,15,412,0
seovjpt5vqu5y3,Storage account,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test,17.5,412,0
SequencedStartStop_Parent (devops-auto-vms/SequencedStartStop_Parent),Runbook,devops,West US,Cashapp Dev/Test,20,412,0
servicebus,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,0,416,0
servicebus,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test,2.5,416,0
servicebus,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test,5,416,0
servicebus,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test,7.5,416,0
servicebus,API Connection,ky-hilton-wf,Central US,Dataapp Dev/Test,10,416,0
servicebus,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test,12.5,416,0
servicebus-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,15,416,0
servicebus-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,17.5,416,0
sf-data-dev (usdt-Cashapp-dev-centralus-sqlserver-001/sf-data-dev),SQL database,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test,20,416,0
sf-data-hf (usdt-Cashapp-hf-centralus-sqlserver-001/sf-data-hf),SQL database,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test,0,420,0
sf-data-hfx,Service Bus Namespace,sf-data-hf,West US 2,Cashapp Dev/Test,2.5,420,0
sf-data-qa (usdt-Cashapp-qa-centralus-sqlserver-001/sf-data-qa),SQL database,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test,5,420,0
sf-data-uat (usdt-Cashapp-uat-centralus-sqlserver-001/sf-data-uat),SQL database,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT,7.5,420,0
sf-data-uat,Azure Cosmos DB API for MongoDB account,sf-data-uat,West US 2,Cashapp Dev/Test,10,420,0
sf-data-uat,Service Bus Namespace,sf-data-uat,West US 2,Cashapp Dev/Test,12.5,420,0
sf-data-uat,SQL server,sf-data-uat,West US 2,Cashapp Dev/Test,15,420,0
sf-data-uat (sf-data-uat/sf-data-uat),SQL database,sf-data-uat,West US 2,Cashapp Dev/Test,17.5,420,0
SF-Logging-dev,Application Insights,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,420,0
sf-logging-uat,Application Insights,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,424,0
sftp-main,Firewall Policy,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test,2.5,424,0
sftpfirewall,Firewall,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test,5,424,0
sftpwithssh,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,7.5,424,0
sftpwithssh-1,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,10,424,0
sharepointonline,API Connection,pbi-deployment-rg,West US,Dataapp Dev/Test,12.5,424,0
slack,API Connection,fa-dev-sample-sb-conn,Central US,Cashapp Dev/Test,15,424,0
slack,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,17.5,424,0
slack,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test,20,424,0
slack,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test,0,428,0
slack,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test,2.5,428,0
slack,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test,5,428,0
slack,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test,7.5,428,0
slack,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test,10,428,0
slack-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,12.5,428,0
slack-1,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test,15,428,0
slack-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,17.5,428,0
SlackConnect,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,20,428,0
SlackConnection,API Connection,devops,West Central US,Cashapp Dev/Test,0,432,0
SlackConnection,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test,2.5,432,0
SlackHealthFromAvailability,Logic app,devops,West Central US,Cashapp Dev/Test,5,432,0
SlackLogicAppsPlan,App Service plan,devops,West Central US,Cashapp Dev/Test,7.5,432,0
smtp,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,10,432,0
source-disk,Disk,devops-gavin,West US,Cashapp Dev/Test,12.5,432,0
splunkloggingdev,Storage account,splunk_logging,West Central US,Dataapp Dev/Test,15,432,0
sql,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,17.5,432,0
sql-1,API Connection,ky-hilton-wf,Central US,Dataapp Dev/Test,20,432,0
sql-1,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,0,436,0
sql-2,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,2.5,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test,5,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test,7.5,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test,10,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test,12.5,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test,15,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test,17.5,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test,20,436,0
SQLAdvancedThreatProtection(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test,0,440,0
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test,2.5,440,0
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test,5,440,0
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test,7.5,440,0
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test,10,440,0
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test,12.5,440,0
SQLAuditing[fadhsqlserverdev-law],Solution,fa-dev-data,Central US,Dataapp Dev/Test,15,440,0
SQLDB-prc_IndexMaintenance (devops-automation/SQLDB-prc_IndexMaintenance),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test,17.5,440,0
